sehir_adi,analiz_baslangic_tarih,analiz_baslangic_saat,analiz_bitis_tarih,analiz_bitis_saat,sonuc
İstanbul,29-04-2024,00:00,05-05-2024,23:59,0.4
İzmir,29-04-2024,00:00,05-05-2024,23:59,0.32
Kars,29-04-2024,00:00,05-05-2024,23:59,0.11
Kastamonu,29-04-2024,00:00,05-05-2024,23:59,0.11
Kayseri,29-04-2024,00:00,05-05-2024,23:59,0.16
Kırklareli,29-04-2024,00:00,05-05-2024,23:59,0.1
Kırşehir,29-04-2024,00:00,05-05-2024,23:59,0.12
Kocaeli,29-04-2024,00:00,05-05-2024,23:59,0.24
Konya,29-04-2024,00:00,05-05-2024,23:59,0.14
Kütahya,29-04-2024,00:00,05-05-2024,23:59,0.1
Malatya,29-04-2024,00:00,05-05-2024,23:59,0.15
Manisa,29-04-2024,00:00,05-05-2024,23:59,0.21
Kahramanmaraş,29-04-2024,00:00,05-05-2024,23:59,0.17
Mardin,29-04-2024,00:00,05-05-2024,23:59,0.18
Muğla,29-04-2024,00:00,05-05-2024,23:59,0.14
Muş,29-04-2024,00:00,05-05-2024,23:59,0.14
Nevşehir,29-04-2024,00:00,05-05-2024,23:59,0.15
Niğde,29-04-2024,00:00,05-05-2024,23:59,0.12
Ordu,29-04-2024,00:00,05-05-2024,23:59,0.22
Rize,29-04-2024,00:00,05-05-2024,23:59,0.13
Sakarya,29-04-2024,00:00,05-05-2024,23:59,0.2
Samsun,29-04-2024,00:00,05-05-2024,23:59,0.26
Siirt,29-04-2024,00:00,05-05-2024,23:59,0.2
Sinop,29-04-2024,00:00,05-05-2024,23:59,0.13
Sivas,29-04-2024,00:00,05-05-2024,23:59,0.12
Tekirdağ,29-04-2024,00:00,05-05-2024,23:59,0.12
Tokat,29-04-2024,00:00,05-05-2024,23:59,0.12
Trabzon,29-04-2024,00:00,05-05-2024,23:59,0.2
Tunceli,29-04-2024,00:00,05-05-2024,23:59,0.15
Şanlıurfa,29-04-2024,00:00,05-05-2024,23:59,0.15
Uşak,29-04-2024,00:00,05-05-2024,23:59,0.16
Van,29-04-2024,00:00,05-05-2024,23:59,0.18
Yozgat,29-04-2024,00:00,05-05-2024,23:59,0.06
Zonguldak,29-04-2024,00:00,05-05-2024,23:59,0.19
Aksaray,29-04-2024,00:00,05-05-2024,23:59,0.12
Bayburt,29-04-2024,00:00,05-05-2024,23:59,0.07
Karaman,29-04-2024,00:00,05-05-2024,23:59,0.1
Kırıkkale,29-04-2024,00:00,05-05-2024,23:59,0.2
Batman,29-04-2024,00:00,05-05-2024,23:59,0.19
Şırnak,29-04-2024,00:00,05-05-2024,23:59,0.17
Bartın,29-04-2024,00:00,05-05-2024,23:59,0.15
Ardahan,29-04-2024,00:00,05-05-2024,23:59,0.09
Iğdır,29-04-2024,00:00,05-05-2024,23:59,0.17
Yalova,29-04-2024,00:00,05-05-2024,23:59,0.25
Karabük,29-04-2024,00:00,05-05-2024,23:59,0.11
Kilis,29-04-2024,00:00,05-05-2024,23:59,0.16
Osmaniye,29-04-2024,00:00,05-05-2024,23:59,0.21
Düzce,29-04-2024,00:00,05-05-2024,23:59,0.16
Adana,06-05-2024,00:00,12-05-2024,23:59,0.23
Adıyaman,06-05-2024,00:00,12-05-2024,23:59,0.15
Afyonkarahisar,06-05-2024,00:00,12-05-2024,23:59,0.15
Ağrı,06-05-2024,00:00,12-05-2024,23:59,0.12
Amasya,06-05-2024,00:00,12-05-2024,23:59,0.12
Ankara,06-05-2024,00:00,12-05-2024,23:59,0.22
Antalya,06-05-2024,00:00,12-05-2024,23:59,0.2
Artvin,06-05-2024,00:00,12-05-2024,23:59,0.18
Aydın,06-05-2024,00:00,12-05-2024,23:59,0.24
Balıkesir,06-05-2024,00:00,12-05-2024,23:59,0.14
Bilecik,06-05-2024,00:00,12-05-2024,23:59,0.13
Bingöl,06-05-2024,00:00,12-05-2024,23:59,0.11
Bitlis,06-05-2024,00:00,12-05-2024,23:59,0.15
Bolu,06-05-2024,00:00,12-05-2024,23:59,0.17
Burdur,06-05-2024,00:00,12-05-2024,23:59,0.11
Bursa,06-05-2024,00:00,12-05-2024,23:59,0.33
Çanakkale,06-05-2024,00:00,12-05-2024,23:59,0.15
Çankırı,06-05-2024,00:00,12-05-2024,23:59,0.1
Çorum,06-05-2024,00:00,12-05-2024,23:59,0.11
Denizli,06-05-2024,00:00,12-05-2024,23:59,0.22
Diyarbakır,06-05-2024,00:00,12-05-2024,23:59,0.17
Edirne,06-05-2024,00:00,12-05-2024,23:59,0.18
Elazığ,06-05-2024,00:00,12-05-2024,23:59,0.14
Erzincan,06-05-2024,00:00,12-05-2024,23:59,0.14
Erzurum,06-05-2024,00:00,12-05-2024,23:59,0.15
Eskişehir,06-05-2024,00:00,12-05-2024,23:59,0.17
Gaziantep,06-05-2024,00:00,12-05-2024,23:59,0.2
Giresun,06-05-2024,00:00,12-05-2024,23:59,0.16
Gümüşhane,06-05-2024,00:00,12-05-2024,23:59,0.11
Hakkari,06-05-2024,00:00,12-05-2024,23:59,0.14
Hatay,06-05-2024,00:00,12-05-2024,23:59,0.26
Isparta,06-05-2024,00:00,12-05-2024,23:59,0.18
Mersin,06-05-2024,00:00,12-05-2024,23:59,0.23
İstanbul,06-05-2024,00:00,12-05-2024,23:59,0.41
İzmir,06-05-2024,00:00,12-05-2024,23:59,0.33
Kars,06-05-2024,00:00,12-05-2024,23:59,0.12
Kastamonu,06-05-2024,00:00,12-05-2024,23:59,0.11
Kayseri,06-05-2024,00:00,12-05-2024,23:59,0.16
Kırklareli,06-05-2024,00:00,12-05-2024,23:59,0.11
Kırşehir,06-05-2024,00:00,12-05-2024,23:59,0.12
Kocaeli,06-05-2024,00:00,12-05-2024,23:59,0.25
Konya,06-05-2024,00:00,12-05-2024,23:59,0.13
Kütahya,06-05-2024,00:00,12-05-2024,23:59,0.1
Malatya,06-05-2024,00:00,12-05-2024,23:59,0.15
Manisa,06-05-2024,00:00,12-05-2024,23:59,0.21
Kahramanmaraş,06-05-2024,00:00,12-05-2024,23:59,0.16
Mardin,06-05-2024,00:00,12-05-2024,23:59,0.18
Muğla,06-05-2024,00:00,12-05-2024,23:59,0.14
Muş,06-05-2024,00:00,12-05-2024,23:59,0.15
Nevşehir,06-05-2024,00:00,12-05-2024,23:59,0.15
Niğde,06-05-2024,00:00,12-05-2024,23:59,0.11
Ordu,06-05-2024,00:00,12-05-2024,23:59,0.22
Rize,06-05-2024,00:00,12-05-2024,23:59,0.13
Sakarya,06-05-2024,00:00,12-05-2024,23:59,0.2
Samsun,06-05-2024,00:00,12-05-2024,23:59,0.25
Siirt,06-05-2024,00:00,12-05-2024,23:59,0.2
Sinop,06-05-2024,00:00,12-05-2024,23:59,0.13
Sivas,06-05-2024,00:00,12-05-2024,23:59,0.11
Tekirdağ,06-05-2024,00:00,12-05-2024,23:59,0.12
Tokat,06-05-2024,00:00,12-05-2024,23:59,0.12
Trabzon,06-05-2024,00:00,12-05-2024,23:59,0.2
Tunceli,06-05-2024,00:00,12-05-2024,23:59,0.15
Şanlıurfa,06-05-2024,00:00,12-05-2024,23:59,0.15
Uşak,06-05-2024,00:00,12-05-2024,23:59,0.16
Van,06-05-2024,00:00,12-05-2024,23:59,0.18
Yozgat,06-05-2024,00:00,12-05-2024,23:59,0.06
Zonguldak,06-05-2024,00:00,12-05-2024,23:59,0.18
Aksaray,06-05-2024,00:00,12-05-2024,23:59,0.11
Bayburt,06-05-2024,00:00,12-05-2024,23:59,0.07
Karaman,06-05-2024,00:00,12-05-2024,23:59,0.1
Kırıkkale,06-05-2024,00:00,12-05-2024,23:59,0.2
Batman,06-05-2024,00:00,12-05-2024,23:59,0.2
Şırnak,06-05-2024,00:00,12-05-2024,23:59,0.18
Bartın,06-05-2024,00:00,12-05-2024,23:59,0.15
Ardahan,06-05-2024,00:00,12-05-2024,23:59,0.09
Iğdır,06-05-2024,00:00,12-05-2024,23:59,0.17
Yalova,06-05-2024,00:00,12-05-2024,23:59,0.25
Karabük,06-05-2024,00:00,12-05-2024,23:59,0.12
Kilis,06-05-2024,00:00,12-05-2024,23:59,0.16
Osmaniye,06-05-2024,00:00,12-05-2024,23:59,0.21
Düzce,06-05-2024,00:00,12-05-2024,23:59,0.17
Adana,13-05-2024,00:00,19-05-2024,23:59,0.22
Adıyaman,13-05-2024,00:00,19-05-2024,23:59,0.15
Afyonkarahisar,13-05-2024,00:00,19-05-2024,23:59,0.15
Ağrı,13-05-2024,00:00,19-05-2024,23:59,0.12
Amasya,13-05-2024,00:00,19-05-2024,23:59,0.12
Ankara,13-05-2024,00:00,19-05-2024,23:59,0.22
Antalya,13-05-2024,00:00,19-05-2024,23:59,0.2
Artvin,13-05-2024,00:00,19-05-2024,23:59,0.19
Aydın,13-05-2024,00:00,19-05-2024,23:59,0.24
Balıkesir,13-05-2024,00:00,19-05-2024,23:59,0.14
Bilecik,13-05-2024,00:00,19-05-2024,23:59,0.13
Bingöl,13-05-2024,00:00,19-05-2024,23:59,0.11
Bitlis,13-05-2024,00:00,19-05-2024,23:59,0.15
Bolu,13-05-2024,00:00,19-05-2024,23:59,0.17
Burdur,13-05-2024,00:00,19-05-2024,23:59,0.11
Bursa,13-05-2024,00:00,19-05-2024,23:59,0.33
Çanakkale,13-05-2024,00:00,19-05-2024,23:59,0.15
Çankırı,13-05-2024,00:00,19-05-2024,23:59,0.1
Çorum,13-05-2024,00:00,19-05-2024,23:59,0.11
Denizli,13-05-2024,00:00,19-05-2024,23:59,0.22
Diyarbakır,13-05-2024,00:00,19-05-2024,23:59,0.16
Edirne,13-05-2024,00:00,19-05-2024,23:59,0.19
Elazığ,13-05-2024,00:00,19-05-2024,23:59,0.13
Erzincan,13-05-2024,00:00,19-05-2024,23:59,0.13
Erzurum,13-05-2024,00:00,19-05-2024,23:59,0.15
Eskişehir,13-05-2024,00:00,19-05-2024,23:59,0.17
Gaziantep,13-05-2024,00:00,19-05-2024,23:59,0.2
Giresun,13-05-2024,00:00,19-05-2024,23:59,0.17
Gümüşhane,13-05-2024,00:00,19-05-2024,23:59,0.1
Hakkari,13-05-2024,00:00,19-05-2024,23:59,0.14
Hatay,13-05-2024,00:00,19-05-2024,23:59,0.26
Isparta,13-05-2024,00:00,19-05-2024,23:59,0.17
Mersin,13-05-2024,00:00,19-05-2024,23:59,0.23
İstanbul,13-05-2024,00:00,19-05-2024,23:59,0.41
İzmir,13-05-2024,00:00,19-05-2024,23:59,0.32
Kars,13-05-2024,00:00,19-05-2024,23:59,0.11
Kastamonu,13-05-2024,00:00,19-05-2024,23:59,0.11
Kayseri,13-05-2024,00:00,19-05-2024,23:59,0.16
Kırklareli,13-05-2024,00:00,19-05-2024,23:59,0.11
Kırşehir,13-05-2024,00:00,19-05-2024,23:59,0.12
Kocaeli,13-05-2024,00:00,19-05-2024,23:59,0.25
Konya,13-05-2024,00:00,19-05-2024,23:59,0.13
Kütahya,13-05-2024,00:00,19-05-2024,23:59,0.1
Malatya,13-05-2024,00:00,19-05-2024,23:59,0.16
Manisa,13-05-2024,00:00,19-05-2024,23:59,0.21
Kahramanmaraş,13-05-2024,00:00,19-05-2024,23:59,0.17
Mardin,13-05-2024,00:00,19-05-2024,23:59,0.18
Muğla,13-05-2024,00:00,19-05-2024,23:59,0.14
Muş,13-05-2024,00:00,19-05-2024,23:59,0.14
Nevşehir,13-05-2024,00:00,19-05-2024,23:59,0.15
Niğde,13-05-2024,00:00,19-05-2024,23:59,0.11
Ordu,13-05-2024,00:00,19-05-2024,23:59,0.22
Rize,13-05-2024,00:00,19-05-2024,23:59,0.13
Sakarya,13-05-2024,00:00,19-05-2024,23:59,0.2
Samsun,13-05-2024,00:00,19-05-2024,23:59,0.25
Siirt,13-05-2024,00:00,19-05-2024,23:59,0.2
Sinop,13-05-2024,00:00,19-05-2024,23:59,0.13
Sivas,13-05-2024,00:00,19-05-2024,23:59,0.11
Tekirdağ,13-05-2024,00:00,19-05-2024,23:59,0.12
Tokat,13-05-2024,00:00,19-05-2024,23:59,0.12
Trabzon,13-05-2024,00:00,19-05-2024,23:59,0.19
Tunceli,13-05-2024,00:00,19-05-2024,23:59,0.15
Şanlıurfa,13-05-2024,00:00,19-05-2024,23:59,0.15
Uşak,13-05-2024,00:00,19-05-2024,23:59,0.16
Van,13-05-2024,00:00,19-05-2024,23:59,0.18
Yozgat,13-05-2024,00:00,19-05-2024,23:59,0.06
Zonguldak,13-05-2024,00:00,19-05-2024,23:59,0.18
Aksaray,13-05-2024,00:00,19-05-2024,23:59,0.11
Bayburt,13-05-2024,00:00,19-05-2024,23:59,0.07
Karaman,13-05-2024,00:00,19-05-2024,23:59,0.1
Kırıkkale,13-05-2024,00:00,19-05-2024,23:59,0.2
Batman,13-05-2024,00:00,19-05-2024,23:59,0.2
Şırnak,13-05-2024,00:00,19-05-2024,23:59,0.17
Bartın,13-05-2024,00:00,19-05-2024,23:59,0.15
Ardahan,13-05-2024,00:00,19-05-2024,23:59,0.09
Iğdır,13-05-2024,00:00,19-05-2024,23:59,0.17
Yalova,13-05-2024,00:00,19-05-2024,23:59,0.25
Karabük,13-05-2024,00:00,19-05-2024,23:59,0.12
Kilis,13-05-2024,00:00,19-05-2024,23:59,0.17
Osmaniye,13-05-2024,00:00,19-05-2024,23:59,0.21
Düzce,13-05-2024,00:00,19-05-2024,23:59,0.17
Adana,20-05-2024,00:00,26-05-2024,23:59,0.22
Adıyaman,20-05-2024,00:00,26-05-2024,23:59,0.15
Afyonkarahisar,20-05-2024,00:00,26-05-2024,23:59,0.15
Ağrı,20-05-2024,00:00,26-05-2024,23:59,0.12
Amasya,20-05-2024,00:00,26-05-2024,23:59,0.12
Ankara,20-05-2024,00:00,26-05-2024,23:59,0.22
Antalya,20-05-2024,00:00,26-05-2024,23:59,0.2
Artvin,20-05-2024,00:00,26-05-2024,23:59,0.19
Aydın,20-05-2024,00:00,26-05-2024,23:59,0.24
Balıkesir,20-05-2024,00:00,26-05-2024,23:59,0.15
Bilecik,20-05-2024,00:00,26-05-2024,23:59,0.13
Bingöl,20-05-2024,00:00,26-05-2024,23:59,0.11
Bitlis,20-05-2024,00:00,26-05-2024,23:59,0.15
Bolu,20-05-2024,00:00,26-05-2024,23:59,0.17
Burdur,20-05-2024,00:00,26-05-2024,23:59,0.1
Bursa,20-05-2024,00:00,26-05-2024,23:59,0.33
Çanakkale,20-05-2024,00:00,26-05-2024,23:59,0.15
Çankırı,20-05-2024,00:00,26-05-2024,23:59,0.1
Çorum,20-05-2024,00:00,26-05-2024,23:59,0.11
Denizli,20-05-2024,00:00,26-05-2024,23:59,0.22
Diyarbakır,20-05-2024,00:00,26-05-2024,23:59,0.16
Edirne,20-05-2024,00:00,26-05-2024,23:59,0.2
Elazığ,20-05-2024,00:00,26-05-2024,23:59,0.13
Erzincan,20-05-2024,00:00,26-05-2024,23:59,0.14
Erzurum,20-05-2024,00:00,26-05-2024,23:59,0.15
Eskişehir,20-05-2024,00:00,26-05-2024,23:59,0.17
Gaziantep,20-05-2024,00:00,26-05-2024,23:59,0.2
Giresun,20-05-2024,00:00,26-05-2024,23:59,0.17
Gümüşhane,20-05-2024,00:00,26-05-2024,23:59,0.11
Hakkari,20-05-2024,00:00,26-05-2024,23:59,0.14
Hatay,20-05-2024,00:00,26-05-2024,23:59,0.26
Isparta,20-05-2024,00:00,26-05-2024,23:59,0.17
Mersin,20-05-2024,00:00,26-05-2024,23:59,0.23
İstanbul,20-05-2024,00:00,26-05-2024,23:59,0.4
İzmir,20-05-2024,00:00,26-05-2024,23:59,0.32
Kars,20-05-2024,00:00,26-05-2024,23:59,0.12
Kastamonu,20-05-2024,00:00,26-05-2024,23:59,0.11
Kayseri,20-05-2024,00:00,26-05-2024,23:59,0.16
Kırklareli,20-05-2024,00:00,26-05-2024,23:59,0.11
Kırşehir,20-05-2024,00:00,26-05-2024,23:59,0.13
Kocaeli,20-05-2024,00:00,26-05-2024,23:59,0.25
Konya,20-05-2024,00:00,26-05-2024,23:59,0.14
Kütahya,20-05-2024,00:00,26-05-2024,23:59,0.1
Malatya,20-05-2024,00:00,26-05-2024,23:59,0.16
Manisa,20-05-2024,00:00,26-05-2024,23:59,0.21
Kahramanmaraş,20-05-2024,00:00,26-05-2024,23:59,0.17
Mardin,20-05-2024,00:00,26-05-2024,23:59,0.18
Muğla,20-05-2024,00:00,26-05-2024,23:59,0.14
Muş,20-05-2024,00:00,26-05-2024,23:59,0.14
Nevşehir,20-05-2024,00:00,26-05-2024,23:59,0.15
Niğde,20-05-2024,00:00,26-05-2024,23:59,0.12
Ordu,20-05-2024,00:00,26-05-2024,23:59,0.22
Rize,20-05-2024,00:00,26-05-2024,23:59,0.13
Sakarya,20-05-2024,00:00,26-05-2024,23:59,0.2
Samsun,20-05-2024,00:00,26-05-2024,23:59,0.25
Siirt,20-05-2024,00:00,26-05-2024,23:59,0.2
Sinop,20-05-2024,00:00,26-05-2024,23:59,0.13
Sivas,20-05-2024,00:00,26-05-2024,23:59,0.11
Tekirdağ,20-05-2024,00:00,26-05-2024,23:59,0.12
Tokat,20-05-2024,00:00,26-05-2024,23:59,0.13
Trabzon,20-05-2024,00:00,26-05-2024,23:59,0.2
Tunceli,20-05-2024,00:00,26-05-2024,23:59,0.15
Şanlıurfa,20-05-2024,00:00,26-05-2024,23:59,0.16
Uşak,20-05-2024,00:00,26-05-2024,23:59,0.16
Van,20-05-2024,00:00,26-05-2024,23:59,0.18
Yozgat,20-05-2024,00:00,26-05-2024,23:59,0.06
Zonguldak,20-05-2024,00:00,26-05-2024,23:59,0.18
Aksaray,20-05-2024,00:00,26-05-2024,23:59,0.12
Bayburt,20-05-2024,00:00,26-05-2024,23:59,0.09
Karaman,20-05-2024,00:00,26-05-2024,23:59,0.11
Kırıkkale,20-05-2024,00:00,26-05-2024,23:59,0.2
Batman,20-05-2024,00:00,26-05-2024,23:59,0.19
Şırnak,20-05-2024,00:00,26-05-2024,23:59,0.16
Bartın,20-05-2024,00:00,26-05-2024,23:59,0.15
Ardahan,20-05-2024,00:00,26-05-2024,23:59,0.09
Iğdır,20-05-2024,00:00,26-05-2024,23:59,0.16
Yalova,20-05-2024,00:00,26-05-2024,23:59,0.25
Karabük,20-05-2024,00:00,26-05-2024,23:59,0.12
Kilis,20-05-2024,00:00,26-05-2024,23:59,0.17
Osmaniye,20-05-2024,00:00,26-05-2024,23:59,0.2
Düzce,20-05-2024,00:00,26-05-2024,23:59,0.17
Adana,27-05-2024,00:00,02-06-2024,23:59,0.22
Adıyaman,27-05-2024,00:00,02-06-2024,23:59,0.15
Afyonkarahisar,27-05-2024,00:00,02-06-2024,23:59,0.15
Ağrı,27-05-2024,00:00,02-06-2024,23:59,0.12
Amasya,27-05-2024,00:00,02-06-2024,23:59,0.12
Ankara,27-05-2024,00:00,02-06-2024,23:59,0.22
Antalya,27-05-2024,00:00,02-06-2024,23:59,0.2
Artvin,27-05-2024,00:00,02-06-2024,23:59,0.19
Aydın,27-05-2024,00:00,02-06-2024,23:59,0.24
Balıkesir,27-05-2024,00:00,02-06-2024,23:59,0.14
Bilecik,27-05-2024,00:00,02-06-2024,23:59,0.13
Bingöl,27-05-2024,00:00,02-06-2024,23:59,0.12
Bitlis,27-05-2024,00:00,02-06-2024,23:59,0.15
Bolu,27-05-2024,00:00,02-06-2024,23:59,0.17
Burdur,27-05-2024,00:00,02-06-2024,23:59,0.11
Bursa,27-05-2024,00:00,02-06-2024,23:59,0.33
Çanakkale,27-05-2024,00:00,02-06-2024,23:59,0.15
Çankırı,27-05-2024,00:00,02-06-2024,23:59,0.09
Çorum,27-05-2024,00:00,02-06-2024,23:59,0.11
Denizli,27-05-2024,00:00,02-06-2024,23:59,0.22
Diyarbakır,27-05-2024,00:00,02-06-2024,23:59,0.17
Edirne,27-05-2024,00:00,02-06-2024,23:59,0.21
Elazığ,27-05-2024,00:00,02-06-2024,23:59,0.13
Erzincan,27-05-2024,00:00,02-06-2024,23:59,0.14
Erzurum,27-05-2024,00:00,02-06-2024,23:59,0.15
Eskişehir,27-05-2024,00:00,02-06-2024,23:59,0.17
Gaziantep,27-05-2024,00:00,02-06-2024,23:59,0.2
Giresun,27-05-2024,00:00,02-06-2024,23:59,0.17
Gümüşhane,27-05-2024,00:00,02-06-2024,23:59,0.11
Hakkari,27-05-2024,00:00,02-06-2024,23:59,0.14
Hatay,27-05-2024,00:00,02-06-2024,23:59,0.26
Isparta,27-05-2024,00:00,02-06-2024,23:59,0.17
Mersin,27-05-2024,00:00,02-06-2024,23:59,0.23
İstanbul,27-05-2024,00:00,02-06-2024,23:59,0.41
İzmir,27-05-2024,00:00,02-06-2024,23:59,0.32
Kars,27-05-2024,00:00,02-06-2024,23:59,0.12
Kastamonu,27-05-2024,00:00,02-06-2024,23:59,0.11
Kayseri,27-05-2024,00:00,02-06-2024,23:59,0.16
Kırklareli,27-05-2024,00:00,02-06-2024,23:59,0.11
Kırşehir,27-05-2024,00:00,02-06-2024,23:59,0.13
Kocaeli,27-05-2024,00:00,02-06-2024,23:59,0.25
Konya,27-05-2024,00:00,02-06-2024,23:59,0.13
Kütahya,27-05-2024,00:00,02-06-2024,23:59,0.1
Malatya,27-05-2024,00:00,02-06-2024,23:59,0.16
Manisa,27-05-2024,00:00,02-06-2024,23:59,0.21
Kahramanmaraş,27-05-2024,00:00,02-06-2024,23:59,0.17
Mardin,27-05-2024,00:00,02-06-2024,23:59,0.18
Muğla,27-05-2024,00:00,02-06-2024,23:59,0.14
Muş,27-05-2024,00:00,02-06-2024,23:59,0.14
Nevşehir,27-05-2024,00:00,02-06-2024,23:59,0.15
Niğde,27-05-2024,00:00,02-06-2024,23:59,0.12
Ordu,27-05-2024,00:00,02-06-2024,23:59,0.23
Rize,27-05-2024,00:00,02-06-2024,23:59,0.13
Sakarya,27-05-2024,00:00,02-06-2024,23:59,0.2
Samsun,27-05-2024,00:00,02-06-2024,23:59,0.25
Siirt,27-05-2024,00:00,02-06-2024,23:59,0.21
Sinop,27-05-2024,00:00,02-06-2024,23:59,0.13
Sivas,27-05-2024,00:00,02-06-2024,23:59,0.11
Tekirdağ,27-05-2024,00:00,02-06-2024,23:59,0.13
Tokat,27-05-2024,00:00,02-06-2024,23:59,0.13
Trabzon,27-05-2024,00:00,02-06-2024,23:59,0.2
Tunceli,27-05-2024,00:00,02-06-2024,23:59,0.16
Şanlıurfa,27-05-2024,00:00,02-06-2024,23:59,0.16
Uşak,27-05-2024,00:00,02-06-2024,23:59,0.16
Van,27-05-2024,00:00,02-06-2024,23:59,0.18
Yozgat,27-05-2024,00:00,02-06-2024,23:59,0.06
Zonguldak,27-05-2024,00:00,02-06-2024,23:59,0.19
Aksaray,27-05-2024,00:00,02-06-2024,23:59,0.12
Bayburt,27-05-2024,00:00,02-06-2024,23:59,0.1
Karaman,27-05-2024,00:00,02-06-2024,23:59,0.11
Kırıkkale,27-05-2024,00:00,02-06-2024,23:59,0.2
Batman,27-05-2024,00:00,02-06-2024,23:59,0.19
Şırnak,27-05-2024,00:00,02-06-2024,23:59,0.17
Bartın,27-05-2024,00:00,02-06-2024,23:59,0.15
Ardahan,27-05-2024,00:00,02-06-2024,23:59,0.09
Iğdır,27-05-2024,00:00,02-06-2024,23:59,0.16
Yalova,27-05-2024,00:00,02-06-2024,23:59,0.24
Karabük,27-05-2024,00:00,02-06-2024,23:59,0.12
Kilis,27-05-2024,00:00,02-06-2024,23:59,0.17
Osmaniye,27-05-2024,00:00,02-06-2024,23:59,0.21
Düzce,27-05-2024,00:00,02-06-2024,23:59,0.17
Adana,03-06-2024,00:00,09-06-2024,23:59,0.22
Adıyaman,03-06-2024,00:00,09-06-2024,23:59,0.15
Afyonkarahisar,03-06-2024,00:00,09-06-2024,23:59,0.15
Ağrı,03-06-2024,00:00,09-06-2024,23:59,0.12
Amasya,03-06-2024,00:00,09-06-2024,23:59,0.12
Ankara,03-06-2024,00:00,09-06-2024,23:59,0.22
Antalya,03-06-2024,00:00,09-06-2024,23:59,0.2
Artvin,03-06-2024,00:00,09-06-2024,23:59,0.19
Aydın,03-06-2024,00:00,09-06-2024,23:59,0.24
Balıkesir,03-06-2024,00:00,09-06-2024,23:59,0.15
Bilecik,03-06-2024,00:00,09-06-2024,23:59,0.13
Bingöl,03-06-2024,00:00,09-06-2024,23:59,0.12
Bitlis,03-06-2024,00:00,09-06-2024,23:59,0.15
Bolu,03-06-2024,00:00,09-06-2024,23:59,0.17
Burdur,03-06-2024,00:00,09-06-2024,23:59,0.1
Bursa,03-06-2024,00:00,09-06-2024,23:59,0.33
Çanakkale,03-06-2024,00:00,09-06-2024,23:59,0.15
Çankırı,03-06-2024,00:00,09-06-2024,23:59,0.1
Çorum,03-06-2024,00:00,09-06-2024,23:59,0.12
Denizli,03-06-2024,00:00,09-06-2024,23:59,0.22
Diyarbakır,03-06-2024,00:00,09-06-2024,23:59,0.17
Edirne,03-06-2024,00:00,09-06-2024,23:59,0.2
Elazığ,03-06-2024,00:00,09-06-2024,23:59,0.13
Erzincan,03-06-2024,00:00,09-06-2024,23:59,0.13
Erzurum,03-06-2024,00:00,09-06-2024,23:59,0.15
Eskişehir,03-06-2024,00:00,09-06-2024,23:59,0.17
Gaziantep,03-06-2024,00:00,09-06-2024,23:59,0.2
Giresun,03-06-2024,00:00,09-06-2024,23:59,0.18
Gümüşhane,03-06-2024,00:00,09-06-2024,23:59,0.11
Hakkari,03-06-2024,00:00,09-06-2024,23:59,0.14
Hatay,03-06-2024,00:00,09-06-2024,23:59,0.26
Isparta,03-06-2024,00:00,09-06-2024,23:59,0.17
Mersin,03-06-2024,00:00,09-06-2024,23:59,0.23
İstanbul,03-06-2024,00:00,09-06-2024,23:59,0.41
İzmir,03-06-2024,00:00,09-06-2024,23:59,0.32
Kars,03-06-2024,00:00,09-06-2024,23:59,0.12
Kastamonu,03-06-2024,00:00,09-06-2024,23:59,0.11
Kayseri,03-06-2024,00:00,09-06-2024,23:59,0.16
Kırklareli,03-06-2024,00:00,09-06-2024,23:59,0.11
Kırşehir,03-06-2024,00:00,09-06-2024,23:59,0.13
Kocaeli,03-06-2024,00:00,09-06-2024,23:59,0.25
Konya,03-06-2024,00:00,09-06-2024,23:59,0.13
Kütahya,03-06-2024,00:00,09-06-2024,23:59,0.1
Malatya,03-06-2024,00:00,09-06-2024,23:59,0.16
Manisa,03-06-2024,00:00,09-06-2024,23:59,0.21
Kahramanmaraş,03-06-2024,00:00,09-06-2024,23:59,0.17
Mardin,03-06-2024,00:00,09-06-2024,23:59,0.18
Muğla,03-06-2024,00:00,09-06-2024,23:59,0.15
Muş,03-06-2024,00:00,09-06-2024,23:59,0.14
Nevşehir,03-06-2024,00:00,09-06-2024,23:59,0.15
Niğde,03-06-2024,00:00,09-06-2024,23:59,0.12
Ordu,03-06-2024,00:00,09-06-2024,23:59,0.23
Rize,03-06-2024,00:00,09-06-2024,23:59,0.13
Sakarya,03-06-2024,00:00,09-06-2024,23:59,0.2
Samsun,03-06-2024,00:00,09-06-2024,23:59,0.26
Siirt,03-06-2024,00:00,09-06-2024,23:59,0.21
Sinop,03-06-2024,00:00,09-06-2024,23:59,0.13
Sivas,03-06-2024,00:00,09-06-2024,23:59,0.11
Tekirdağ,03-06-2024,00:00,09-06-2024,23:59,0.13
Tokat,03-06-2024,00:00,09-06-2024,23:59,0.13
Trabzon,03-06-2024,00:00,09-06-2024,23:59,0.21
Tunceli,03-06-2024,00:00,09-06-2024,23:59,0.15
Şanlıurfa,03-06-2024,00:00,09-06-2024,23:59,0.16
Uşak,03-06-2024,00:00,09-06-2024,23:59,0.16
Van,03-06-2024,00:00,09-06-2024,23:59,0.18
Yozgat,03-06-2024,00:00,09-06-2024,23:59,0.06
