sehir_adi,analiz_baslangic_tarih,analiz_baslangic_saat,analiz_bitis_tarih,analiz_bitis_saat,sonuc
Artvin,30-09-2024,00:00,06-10-2024,23:59,0.21
Aydın,30-09-2024,00:00,06-10-2024,23:59,0.25
Balıkesir,30-09-2024,00:00,06-10-2024,23:59,0.16
Bilecik,30-09-2024,00:00,06-10-2024,23:59,0.17
Bingöl,30-09-2024,00:00,06-10-2024,23:59,0.14
Bitlis,30-09-2024,00:00,06-10-2024,23:59,0.17
Bolu,30-09-2024,00:00,06-10-2024,23:59,0.2
Burdur,30-09-2024,00:00,06-10-2024,23:59,0.11
Bursa,30-09-2024,00:00,06-10-2024,23:59,0.33
Çanakkale,30-09-2024,00:00,06-10-2024,23:59,0.17
Çankırı,30-09-2024,00:00,06-10-2024,23:59,0.1
Çorum,30-09-2024,00:00,06-10-2024,23:59,0.13
Denizli,30-09-2024,00:00,06-10-2024,23:59,0.25
Diyarbakır,30-09-2024,00:00,06-10-2024,23:59,0.21
Edirne,30-09-2024,00:00,06-10-2024,23:59,0.16
Elazığ,30-09-2024,00:00,06-10-2024,23:59,0.15
Erzincan,30-09-2024,00:00,06-10-2024,23:59,0.15
Erzurum,30-09-2024,00:00,06-10-2024,23:59,0.18
Eskişehir,30-09-2024,00:00,06-10-2024,23:59,0.18
Gaziantep,30-09-2024,00:00,06-10-2024,23:59,0.23
Giresun,30-09-2024,00:00,06-10-2024,23:59,0.17
Gümüşhane,30-09-2024,00:00,06-10-2024,23:59,0.11
Hakkari,30-09-2024,00:00,06-10-2024,23:59,0.15
Hatay,30-09-2024,00:00,06-10-2024,23:59,0.28
Isparta,30-09-2024,00:00,06-10-2024,23:59,0.17
Mersin,30-09-2024,00:00,06-10-2024,23:59,0.23
İstanbul,30-09-2024,00:00,06-10-2024,23:59,0.34
İzmir,30-09-2024,00:00,06-10-2024,23:59,0.32
Kars,30-09-2024,00:00,06-10-2024,23:59,0.14
Kastamonu,30-09-2024,00:00,06-10-2024,23:59,0.13
Kayseri,30-09-2024,00:00,06-10-2024,23:59,0.18
Kırklareli,30-09-2024,00:00,06-10-2024,23:59,0.12
Kırşehir,30-09-2024,00:00,06-10-2024,23:59,0.15
Kocaeli,30-09-2024,00:00,06-10-2024,23:59,0.24
Konya,30-09-2024,00:00,06-10-2024,23:59,0.16
Kütahya,30-09-2024,00:00,06-10-2024,23:59,0.11
Malatya,30-09-2024,00:00,06-10-2024,23:59,0.19
Manisa,30-09-2024,00:00,06-10-2024,23:59,0.23
Kahramanmaraş,30-09-2024,00:00,06-10-2024,23:59,0.18
Mardin,30-09-2024,00:00,06-10-2024,23:59,0.2
Muğla,30-09-2024,00:00,06-10-2024,23:59,0.16
Muş,30-09-2024,00:00,06-10-2024,23:59,0.15
Nevşehir,30-09-2024,00:00,06-10-2024,23:59,0.17
Niğde,30-09-2024,00:00,06-10-2024,23:59,0.16
Ordu,30-09-2024,00:00,06-10-2024,23:59,0.24
Rize,30-09-2024,00:00,06-10-2024,23:59,0.14
Sakarya,30-09-2024,00:00,06-10-2024,23:59,0.2
Samsun,30-09-2024,00:00,06-10-2024,23:59,0.29
Siirt,30-09-2024,00:00,06-10-2024,23:59,0.21
Sinop,30-09-2024,00:00,06-10-2024,23:59,0.14
Sivas,30-09-2024,00:00,06-10-2024,23:59,0.13
Tekirdağ,30-09-2024,00:00,06-10-2024,23:59,0.11
Tokat,30-09-2024,00:00,06-10-2024,23:59,0.15
Trabzon,30-09-2024,00:00,06-10-2024,23:59,0.22
Tunceli,30-09-2024,00:00,06-10-2024,23:59,0.16
Şanlıurfa,30-09-2024,00:00,06-10-2024,23:59,0.2
Uşak,30-09-2024,00:00,06-10-2024,23:59,0.18
Van,30-09-2024,00:00,06-10-2024,23:59,0.21
Yozgat,30-09-2024,00:00,06-10-2024,23:59,0.07
Zonguldak,30-09-2024,00:00,06-10-2024,23:59,0.19
Aksaray,30-09-2024,00:00,06-10-2024,23:59,0.13
Bayburt,30-09-2024,00:00,06-10-2024,23:59,0.12
Karaman,30-09-2024,00:00,06-10-2024,23:59,0.14
Kırıkkale,30-09-2024,00:00,06-10-2024,23:59,0.22
Batman,30-09-2024,00:00,06-10-2024,23:59,0.21
Şırnak,30-09-2024,00:00,06-10-2024,23:59,0.21
Bartın,30-09-2024,00:00,06-10-2024,23:59,0.17
Ardahan,30-09-2024,00:00,06-10-2024,23:59,0.09
Iğdır,30-09-2024,00:00,06-10-2024,23:59,0.2
Yalova,30-09-2024,00:00,06-10-2024,23:59,0.27
Karabük,30-09-2024,00:00,06-10-2024,23:59,0.14
Kilis,30-09-2024,00:00,06-10-2024,23:59,0.17
Osmaniye,30-09-2024,00:00,06-10-2024,23:59,0.24
Düzce,30-09-2024,00:00,06-10-2024,23:59,0.19
Adana,07-10-2024,00:00,13-10-2024,23:59,0.27
Adıyaman,07-10-2024,00:00,13-10-2024,23:59,0.19
Afyonkarahisar,07-10-2024,00:00,13-10-2024,23:59,0.15
Ağrı,07-10-2024,00:00,13-10-2024,23:59,0.13
Amasya,07-10-2024,00:00,13-10-2024,23:59,0.13
Ankara,07-10-2024,00:00,13-10-2024,23:59,0.25
Antalya,07-10-2024,00:00,13-10-2024,23:59,0.24
Artvin,07-10-2024,00:00,13-10-2024,23:59,0.21
Aydın,07-10-2024,00:00,13-10-2024,23:59,0.24
Balıkesir,07-10-2024,00:00,13-10-2024,23:59,0.16
Bilecik,07-10-2024,00:00,13-10-2024,23:59,0.17
Bingöl,07-10-2024,00:00,13-10-2024,23:59,0.13
Bitlis,07-10-2024,00:00,13-10-2024,23:59,0.17
Bolu,07-10-2024,00:00,13-10-2024,23:59,0.19
Burdur,07-10-2024,00:00,13-10-2024,23:59,0.11
Bursa,07-10-2024,00:00,13-10-2024,23:59,0.33
Çanakkale,07-10-2024,00:00,13-10-2024,23:59,0.17
Çankırı,07-10-2024,00:00,13-10-2024,23:59,0.11
Çorum,07-10-2024,00:00,13-10-2024,23:59,0.13
Denizli,07-10-2024,00:00,13-10-2024,23:59,0.25
Diyarbakır,07-10-2024,00:00,13-10-2024,23:59,0.21
Edirne,07-10-2024,00:00,13-10-2024,23:59,0.16
Elazığ,07-10-2024,00:00,13-10-2024,23:59,0.15
Erzincan,07-10-2024,00:00,13-10-2024,23:59,0.15
Erzurum,07-10-2024,00:00,13-10-2024,23:59,0.18
Eskişehir,07-10-2024,00:00,13-10-2024,23:59,0.18
Gaziantep,07-10-2024,00:00,13-10-2024,23:59,0.23
Giresun,07-10-2024,00:00,13-10-2024,23:59,0.18
Gümüşhane,07-10-2024,00:00,13-10-2024,23:59,0.12
Hakkari,07-10-2024,00:00,13-10-2024,23:59,0.15
Hatay,07-10-2024,00:00,13-10-2024,23:59,0.27
Isparta,07-10-2024,00:00,13-10-2024,23:59,0.17
Mersin,07-10-2024,00:00,13-10-2024,23:59,0.22
İstanbul,07-10-2024,00:00,13-10-2024,23:59,0.34
İzmir,07-10-2024,00:00,13-10-2024,23:59,0.31
Kars,07-10-2024,00:00,13-10-2024,23:59,0.14
Kastamonu,07-10-2024,00:00,13-10-2024,23:59,0.13
Kayseri,07-10-2024,00:00,13-10-2024,23:59,0.17
Kırklareli,07-10-2024,00:00,13-10-2024,23:59,0.12
Kırşehir,07-10-2024,00:00,13-10-2024,23:59,0.15
Kocaeli,07-10-2024,00:00,13-10-2024,23:59,0.24
Konya,07-10-2024,00:00,13-10-2024,23:59,0.16
Kütahya,07-10-2024,00:00,13-10-2024,23:59,0.1
Malatya,07-10-2024,00:00,13-10-2024,23:59,0.19
Manisa,07-10-2024,00:00,13-10-2024,23:59,0.23
Kahramanmaraş,07-10-2024,00:00,13-10-2024,23:59,0.18
Mardin,07-10-2024,00:00,13-10-2024,23:59,0.2
Muğla,07-10-2024,00:00,13-10-2024,23:59,0.15
Muş,07-10-2024,00:00,13-10-2024,23:59,0.15
Nevşehir,07-10-2024,00:00,13-10-2024,23:59,0.17
Niğde,07-10-2024,00:00,13-10-2024,23:59,0.16
Ordu,07-10-2024,00:00,13-10-2024,23:59,0.24
Rize,07-10-2024,00:00,13-10-2024,23:59,0.14
Sakarya,07-10-2024,00:00,13-10-2024,23:59,0.2
Samsun,07-10-2024,00:00,13-10-2024,23:59,0.29
Siirt,07-10-2024,00:00,13-10-2024,23:59,0.22
Sinop,07-10-2024,00:00,13-10-2024,23:59,0.14
Sivas,07-10-2024,00:00,13-10-2024,23:59,0.13
Tekirdağ,07-10-2024,00:00,13-10-2024,23:59,0.1
Tokat,07-10-2024,00:00,13-10-2024,23:59,0.15
Trabzon,07-10-2024,00:00,13-10-2024,23:59,0.22
Tunceli,07-10-2024,00:00,13-10-2024,23:59,0.16
Şanlıurfa,07-10-2024,00:00,13-10-2024,23:59,0.2
Uşak,07-10-2024,00:00,13-10-2024,23:59,0.18
Van,07-10-2024,00:00,13-10-2024,23:59,0.21
Yozgat,07-10-2024,00:00,13-10-2024,23:59,0.08
Zonguldak,07-10-2024,00:00,13-10-2024,23:59,0.18
Aksaray,07-10-2024,00:00,13-10-2024,23:59,0.13
Bayburt,07-10-2024,00:00,13-10-2024,23:59,0.12
Karaman,07-10-2024,00:00,13-10-2024,23:59,0.14
Kırıkkale,07-10-2024,00:00,13-10-2024,23:59,0.22
Batman,07-10-2024,00:00,13-10-2024,23:59,0.21
Şırnak,07-10-2024,00:00,13-10-2024,23:59,0.22
Bartın,07-10-2024,00:00,13-10-2024,23:59,0.16
Ardahan,07-10-2024,00:00,13-10-2024,23:59,0.09
Iğdır,07-10-2024,00:00,13-10-2024,23:59,0.19
Yalova,07-10-2024,00:00,13-10-2024,23:59,0.27
Karabük,07-10-2024,00:00,13-10-2024,23:59,0.13
Kilis,07-10-2024,00:00,13-10-2024,23:59,0.17
Osmaniye,07-10-2024,00:00,13-10-2024,23:59,0.24
Düzce,07-10-2024,00:00,13-10-2024,23:59,0.19
Adana,14-10-2024,00:00,20-10-2024,23:59,0.27
Adıyaman,14-10-2024,00:00,20-10-2024,23:59,0.19
Afyonkarahisar,14-10-2024,00:00,20-10-2024,23:59,0.15
Ağrı,14-10-2024,00:00,20-10-2024,23:59,0.14
Amasya,14-10-2024,00:00,20-10-2024,23:59,0.13
Ankara,14-10-2024,00:00,20-10-2024,23:59,0.25
Antalya,14-10-2024,00:00,20-10-2024,23:59,0.24
Artvin,14-10-2024,00:00,20-10-2024,23:59,0.22
Aydın,14-10-2024,00:00,20-10-2024,23:59,0.24
Balıkesir,14-10-2024,00:00,20-10-2024,23:59,0.17
Bilecik,14-10-2024,00:00,20-10-2024,23:59,0.17
Bingöl,14-10-2024,00:00,20-10-2024,23:59,0.14
Bitlis,14-10-2024,00:00,20-10-2024,23:59,0.17
Bolu,14-10-2024,00:00,20-10-2024,23:59,0.2
Burdur,14-10-2024,00:00,20-10-2024,23:59,0.12
Bursa,14-10-2024,00:00,20-10-2024,23:59,0.33
Çanakkale,14-10-2024,00:00,20-10-2024,23:59,0.17
Çankırı,14-10-2024,00:00,20-10-2024,23:59,0.11
Çorum,14-10-2024,00:00,20-10-2024,23:59,0.13
Denizli,14-10-2024,00:00,20-10-2024,23:59,0.25
Diyarbakır,14-10-2024,00:00,20-10-2024,23:59,0.21
Edirne,14-10-2024,00:00,20-10-2024,23:59,0.16
Elazığ,14-10-2024,00:00,20-10-2024,23:59,0.15
Erzincan,14-10-2024,00:00,20-10-2024,23:59,0.15
Erzurum,14-10-2024,00:00,20-10-2024,23:59,0.18
Eskişehir,14-10-2024,00:00,20-10-2024,23:59,0.18
Gaziantep,14-10-2024,00:00,20-10-2024,23:59,0.23
Giresun,14-10-2024,00:00,20-10-2024,23:59,0.18
Gümüşhane,14-10-2024,00:00,20-10-2024,23:59,0.11
Hakkari,14-10-2024,00:00,20-10-2024,23:59,0.15
Hatay,14-10-2024,00:00,20-10-2024,23:59,0.27
Isparta,14-10-2024,00:00,20-10-2024,23:59,0.18
Mersin,14-10-2024,00:00,20-10-2024,23:59,0.23
İstanbul,14-10-2024,00:00,20-10-2024,23:59,0.34
İzmir,14-10-2024,00:00,20-10-2024,23:59,0.32
Kars,14-10-2024,00:00,20-10-2024,23:59,0.14
Kastamonu,14-10-2024,00:00,20-10-2024,23:59,0.13
Kayseri,14-10-2024,00:00,20-10-2024,23:59,0.18
Kırklareli,14-10-2024,00:00,20-10-2024,23:59,0.12
Kırşehir,14-10-2024,00:00,20-10-2024,23:59,0.15
Kocaeli,14-10-2024,00:00,20-10-2024,23:59,0.24
Konya,14-10-2024,00:00,20-10-2024,23:59,0.16
Kütahya,14-10-2024,00:00,20-10-2024,23:59,0.11
Malatya,14-10-2024,00:00,20-10-2024,23:59,0.18
Manisa,14-10-2024,00:00,20-10-2024,23:59,0.23
Kahramanmaraş,14-10-2024,00:00,20-10-2024,23:59,0.18
Mardin,14-10-2024,00:00,20-10-2024,23:59,0.2
Muğla,14-10-2024,00:00,20-10-2024,23:59,0.16
Muş,14-10-2024,00:00,20-10-2024,23:59,0.16
Nevşehir,14-10-2024,00:00,20-10-2024,23:59,0.16
Niğde,14-10-2024,00:00,20-10-2024,23:59,0.16
Ordu,14-10-2024,00:00,20-10-2024,23:59,0.24
Rize,14-10-2024,00:00,20-10-2024,23:59,0.14
Sakarya,14-10-2024,00:00,20-10-2024,23:59,0.2
Samsun,14-10-2024,00:00,20-10-2024,23:59,0.3
Siirt,14-10-2024,00:00,20-10-2024,23:59,0.21
Sinop,14-10-2024,00:00,20-10-2024,23:59,0.15
Sivas,14-10-2024,00:00,20-10-2024,23:59,0.13
Tekirdağ,14-10-2024,00:00,20-10-2024,23:59,0.11
Tokat,14-10-2024,00:00,20-10-2024,23:59,0.15
Trabzon,14-10-2024,00:00,20-10-2024,23:59,0.22
Tunceli,14-10-2024,00:00,20-10-2024,23:59,0.14
Şanlıurfa,14-10-2024,00:00,20-10-2024,23:59,0.2
Uşak,14-10-2024,00:00,20-10-2024,23:59,0.18
Van,14-10-2024,00:00,20-10-2024,23:59,0.22
Yozgat,14-10-2024,00:00,20-10-2024,23:59,0.07
Zonguldak,14-10-2024,00:00,20-10-2024,23:59,0.19
Aksaray,14-10-2024,00:00,20-10-2024,23:59,0.13
Bayburt,14-10-2024,00:00,20-10-2024,23:59,0.12
Karaman,14-10-2024,00:00,20-10-2024,23:59,0.13
Kırıkkale,14-10-2024,00:00,20-10-2024,23:59,0.22
Batman,14-10-2024,00:00,20-10-2024,23:59,0.21
Şırnak,14-10-2024,00:00,20-10-2024,23:59,0.21
Bartın,14-10-2024,00:00,20-10-2024,23:59,0.17
Ardahan,14-10-2024,00:00,20-10-2024,23:59,0.1
Iğdır,14-10-2024,00:00,20-10-2024,23:59,0.2
Yalova,14-10-2024,00:00,20-10-2024,23:59,0.27
Karabük,14-10-2024,00:00,20-10-2024,23:59,0.13
Kilis,14-10-2024,00:00,20-10-2024,23:59,0.17
Osmaniye,14-10-2024,00:00,20-10-2024,23:59,0.24
Düzce,14-10-2024,00:00,20-10-2024,23:59,0.19
Adana,21-10-2024,00:00,27-10-2024,23:59,0.27
Adıyaman,21-10-2024,00:00,27-10-2024,23:59,0.19
Afyonkarahisar,21-10-2024,00:00,27-10-2024,23:59,0.15
Ağrı,21-10-2024,00:00,27-10-2024,23:59,0.13
Amasya,21-10-2024,00:00,27-10-2024,23:59,0.13
Ankara,21-10-2024,00:00,27-10-2024,23:59,0.25
Antalya,21-10-2024,00:00,27-10-2024,23:59,0.24
Artvin,21-10-2024,00:00,27-10-2024,23:59,0.21
Aydın,21-10-2024,00:00,27-10-2024,23:59,0.24
Balıkesir,21-10-2024,00:00,27-10-2024,23:59,0.17
Bilecik,21-10-2024,00:00,27-10-2024,23:59,0.17
Bingöl,21-10-2024,00:00,27-10-2024,23:59,0.13
Bitlis,21-10-2024,00:00,27-10-2024,23:59,0.17
Bolu,21-10-2024,00:00,27-10-2024,23:59,0.2
Burdur,21-10-2024,00:00,27-10-2024,23:59,0.11
Bursa,21-10-2024,00:00,27-10-2024,23:59,0.33
Çanakkale,21-10-2024,00:00,27-10-2024,23:59,0.16
Çankırı,21-10-2024,00:00,27-10-2024,23:59,0.1
Çorum,21-10-2024,00:00,27-10-2024,23:59,0.13
Denizli,21-10-2024,00:00,27-10-2024,23:59,0.25
Diyarbakır,21-10-2024,00:00,27-10-2024,23:59,0.21
Edirne,21-10-2024,00:00,27-10-2024,23:59,0.16
Elazığ,21-10-2024,00:00,27-10-2024,23:59,0.15
Erzincan,21-10-2024,00:00,27-10-2024,23:59,0.15
Erzurum,21-10-2024,00:00,27-10-2024,23:59,0.18
Eskişehir,21-10-2024,00:00,27-10-2024,23:59,0.18
Gaziantep,21-10-2024,00:00,27-10-2024,23:59,0.23
Giresun,21-10-2024,00:00,27-10-2024,23:59,0.18
Gümüşhane,21-10-2024,00:00,27-10-2024,23:59,0.11
Hakkari,21-10-2024,00:00,27-10-2024,23:59,0.15
Hatay,21-10-2024,00:00,27-10-2024,23:59,0.27
Isparta,21-10-2024,00:00,27-10-2024,23:59,0.17
Mersin,21-10-2024,00:00,27-10-2024,23:59,0.24
İstanbul,21-10-2024,00:00,27-10-2024,23:59,0.34
İzmir,21-10-2024,00:00,27-10-2024,23:59,0.32
Kars,21-10-2024,00:00,27-10-2024,23:59,0.13
Kastamonu,21-10-2024,00:00,27-10-2024,23:59,0.13
Kayseri,21-10-2024,00:00,27-10-2024,23:59,0.18
Kırklareli,21-10-2024,00:00,27-10-2024,23:59,0.12
Kırşehir,21-10-2024,00:00,27-10-2024,23:59,0.15
Kocaeli,21-10-2024,00:00,27-10-2024,23:59,0.23
Konya,21-10-2024,00:00,27-10-2024,23:59,0.16
Kütahya,21-10-2024,00:00,27-10-2024,23:59,0.11
Malatya,21-10-2024,00:00,27-10-2024,23:59,0.18
Manisa,21-10-2024,00:00,27-10-2024,23:59,0.23
Kahramanmaraş,21-10-2024,00:00,27-10-2024,23:59,0.18
Mardin,21-10-2024,00:00,27-10-2024,23:59,0.2
Muğla,21-10-2024,00:00,27-10-2024,23:59,0.16
Muş,21-10-2024,00:00,27-10-2024,23:59,0.16
Nevşehir,21-10-2024,00:00,27-10-2024,23:59,0.16
Niğde,21-10-2024,00:00,27-10-2024,23:59,0.16
Ordu,21-10-2024,00:00,27-10-2024,23:59,0.24
Rize,21-10-2024,00:00,27-10-2024,23:59,0.14
Sakarya,21-10-2024,00:00,27-10-2024,23:59,0.2
Samsun,21-10-2024,00:00,27-10-2024,23:59,0.3
Siirt,21-10-2024,00:00,27-10-2024,23:59,0.21
Sinop,21-10-2024,00:00,27-10-2024,23:59,0.14
Sivas,21-10-2024,00:00,27-10-2024,23:59,0.13
Tekirdağ,21-10-2024,00:00,27-10-2024,23:59,0.11
Tokat,21-10-2024,00:00,27-10-2024,23:59,0.15
Trabzon,21-10-2024,00:00,27-10-2024,23:59,0.22
Tunceli,21-10-2024,00:00,27-10-2024,23:59,0.16
Şanlıurfa,21-10-2024,00:00,27-10-2024,23:59,0.2
Uşak,21-10-2024,00:00,27-10-2024,23:59,0.18
Van,21-10-2024,00:00,27-10-2024,23:59,0.21
Yozgat,21-10-2024,00:00,27-10-2024,23:59,0.07
Zonguldak,21-10-2024,00:00,27-10-2024,23:59,0.18
Aksaray,21-10-2024,00:00,27-10-2024,23:59,0.13
Bayburt,21-10-2024,00:00,27-10-2024,23:59,0.12
Karaman,21-10-2024,00:00,27-10-2024,23:59,0.13
Kırıkkale,21-10-2024,00:00,27-10-2024,23:59,0.22
Batman,21-10-2024,00:00,27-10-2024,23:59,0.21
Şırnak,21-10-2024,00:00,27-10-2024,23:59,0.21
Bartın,21-10-2024,00:00,27-10-2024,23:59,0.16
Ardahan,21-10-2024,00:00,27-10-2024,23:59,0.1
Iğdır,21-10-2024,00:00,27-10-2024,23:59,0.19
Yalova,21-10-2024,00:00,27-10-2024,23:59,0.27
Karabük,21-10-2024,00:00,27-10-2024,23:59,0.13
Kilis,21-10-2024,00:00,27-10-2024,23:59,0.17
Osmaniye,21-10-2024,00:00,27-10-2024,23:59,0.24
Düzce,21-10-2024,00:00,27-10-2024,23:59,0.18

Adana,28-10-2024,00:00,03-11-2024,23:59,0.26
Adıyaman,28-10-2024,00:00,03-11-2024,23:59,0.19
Afyonkarahisar,28-10-2024,00:00,03-11-2024,23:59,0.15
Ağrı,28-10-2024,00:00,03-11-2024,23:59,0.13
Amasya,28-10-2024,00:00,03-11-2024,23:59,0.13
Ankara,28-10-2024,00:00,03-11-2024,23:59,0.24
Antalya,28-10-2024,00:00,03-11-2024,23:59,0.24
Artvin,28-10-2024,00:00,03-11-2024,23:59,0.22
Aydın,28-10-2024,00:00,03-11-2024,23:59,0.24
Balıkesir,28-10-2024,00:00,03-11-2024,23:59,0.16
Bilecik,28-10-2024,00:00,03-11-2024,23:59,0.17
Bingöl,28-10-2024,00:00,03-11-2024,23:59,0.14
Bitlis,28-10-2024,00:00,03-11-2024,23:59,0.18
Bolu,28-10-2024,00:00,03-11-2024,23:59,0.19
Burdur,28-10-2024,00:00,03-11-2024,23:59,0.12
Bursa,28-10-2024,00:00,03-11-2024,23:59,0.32
Çanakkale,28-10-2024,00:00,03-11-2024,23:59,0.16
Çankırı,28-10-2024,00:00,03-11-2024,23:59,0.1
Çorum,28-10-2024,00:00,03-11-2024,23:59,0.12
Denizli,28-10-2024,00:00,03-11-2024,23:59,0.25
Diyarbakır,28-10-2024,00:00,03-11-2024,23:59,0.21
Edirne,28-10-2024,00:00,03-11-2024,23:59,0.16
Elazığ,28-10-2024,00:00,03-11-2024,23:59,0.15
Erzincan,28-10-2024,00:00,03-11-2024,23:59,0.14
Erzurum,28-10-2024,00:00,03-11-2024,23:59,0.18
Eskişehir,28-10-2024,00:00,03-11-2024,23:59,0.18
Gaziantep,28-10-2024,00:00,03-11-2024,23:59,0.23
Giresun,28-10-2024,00:00,03-11-2024,23:59,0.17
Gümüşhane,28-10-2024,00:00,03-11-2024,23:59,0.11
Hakkari,28-10-2024,00:00,03-11-2024,23:59,0.15
Hatay,28-10-2024,00:00,03-11-2024,23:59,0.27
Isparta,28-10-2024,00:00,03-11-2024,23:59,0.17
Mersin,28-10-2024,00:00,03-11-2024,23:59,0.23
İstanbul,28-10-2024,00:00,03-11-2024,23:59,0.33
İzmir,28-10-2024,00:00,03-11-2024,23:59,0.31
Kars,28-10-2024,00:00,03-11-2024,23:59,0.13
Kastamonu,28-10-2024,00:00,03-11-2024,23:59,0.13
Kayseri,28-10-2024,00:00,03-11-2024,23:59,0.17
Kırklareli,28-10-2024,00:00,03-11-2024,23:59,0.11
Kırşehir,28-10-2024,00:00,03-11-2024,23:59,0.16
Kocaeli,28-10-2024,00:00,03-11-2024,23:59,0.24
Konya,28-10-2024,00:00,03-11-2024,23:59,0.16
Kütahya,28-10-2024,00:00,03-11-2024,23:59,0.1
Malatya,28-10-2024,00:00,03-11-2024,23:59,0.18
Manisa,28-10-2024,00:00,03-11-2024,23:59,0.22
Kahramanmaraş,28-10-2024,00:00,03-11-2024,23:59,0.18
Mardin,28-10-2024,00:00,03-11-2024,23:59,0.21
Muğla,28-10-2024,00:00,03-11-2024,23:59,0.16
Muş,28-10-2024,00:00,03-11-2024,23:59,0.16
Nevşehir,28-10-2024,00:00,03-11-2024,23:59,0.16
Niğde,28-10-2024,00:00,03-11-2024,23:59,0.16
Ordu,28-10-2024,00:00,03-11-2024,23:59,0.24
Rize,28-10-2024,00:00,03-11-2024,23:59,0.13
Sakarya,28-10-2024,00:00,03-11-2024,23:59,0.2
Samsun,28-10-2024,00:00,03-11-2024,23:59,0.29
Siirt,28-10-2024,00:00,03-11-2024,23:59,0.22
Sinop,28-10-2024,00:00,03-11-2024,23:59,0.14
Sivas,28-10-2024,00:00,03-11-2024,23:59,0.13
Tekirdağ,28-10-2024,00:00,03-11-2024,23:59,0.11
Tokat,28-10-2024,00:00,03-11-2024,23:59,0.15
Trabzon,28-10-2024,00:00,03-11-2024,23:59,0.21
Tunceli,28-10-2024,00:00,03-11-2024,23:59,0.15
Şanlıurfa,28-10-2024,00:00,03-11-2024,23:59,0.2
Uşak,28-10-2024,00:00,03-11-2024,23:59,0.18
Van,28-10-2024,00:00,03-11-2024,23:59,0.22
Yozgat,28-10-2024,00:00,03-11-2024,23:59,0.07
Zonguldak,28-10-2024,00:00,03-11-2024,23:59,0.18
Aksaray,28-10-2024,00:00,03-11-2024,23:59,0.13
Bayburt,28-10-2024,00:00,03-11-2024,23:59,0.11
Karaman,28-10-2024,00:00,03-11-2024,23:59,0.13
Kırıkkale,28-10-2024,00:00,03-11-2024,23:59,0.22
Batman,28-10-2024,00:00,03-11-2024,23:59,0.21
Şırnak,28-10-2024,00:00,03-11-2024,23:59,0.21
Bartın,28-10-2024,00:00,03-11-2024,23:59,0.16
Ardahan,28-10-2024,00:00,03-11-2024,23:59,0.09
Iğdır,28-10-2024,00:00,03-11-2024,23:59,0.19
Yalova,28-10-2024,00:00,03-11-2024,23:59,0.26
Karabük,28-10-2024,00:00,03-11-2024,23:59,0.13
Kilis,28-10-2024,00:00,03-11-2024,23:59,0.17
Osmaniye,28-10-2024,00:00,03-11-2024,23:59,0.24
Düzce,28-10-2024,00:00,03-11-2024,23:59,0.18
Adana,04-11-2024,00:00,10-11-2024,23:59,0.27
Adıyaman,04-11-2024,00:00,10-11-2024,23:59,0.18
Afyonkarahisar,04-11-2024,00:00,10-11-2024,23:59,0.15
Ağrı,04-11-2024,00:00,10-11-2024,23:59,0.13
Amasya,04-11-2024,00:00,10-11-2024,23:59,0.13
Ankara,04-11-2024,00:00,10-11-2024,23:59,0.25
Antalya,04-11-2024,00:00,10-11-2024,23:59,0.24
Artvin,04-11-2024,00:00,10-11-2024,23:59,0.22
Aydın,04-11-2024,00:00,10-11-2024,23:59,0.24
Balıkesir,04-11-2024,00:00,10-11-2024,23:59,0.17
Bilecik,04-11-2024,00:00,10-11-2024,23:59,0.17
Bingöl,04-11-2024,00:00,10-11-2024,23:59,0.13
Bitlis,04-11-2024,00:00,10-11-2024,23:59,0.17
Bolu,04-11-2024,00:00,10-11-2024,23:59,0.2
Burdur,04-11-2024,00:00,10-11-2024,23:59,0.11
Bursa,04-11-2024,00:00,10-11-2024,23:59,0.33
Çanakkale,04-11-2024,00:00,10-11-2024,23:59,0.17
Çankırı,04-11-2024,00:00,10-11-2024,23:59,0.1
Çorum,04-11-2024,00:00,10-11-2024,23:59,0.12
Denizli,04-11-2024,00:00,10-11-2024,23:59,0.25
Diyarbakır,04-11-2024,00:00,10-11-2024,23:59,0.21
Edirne,04-11-2024,00:00,10-11-2024,23:59,0.17
Elazığ,04-11-2024,00:00,10-11-2024,23:59,0.15
Erzincan,04-11-2024,00:00,10-11-2024,23:59,0.14
Erzurum,04-11-2024,00:00,10-11-2024,23:59,0.18
Eskişehir,04-11-2024,00:00,10-11-2024,23:59,0.18
Gaziantep,04-11-2024,00:00,10-11-2024,23:59,0.23
Giresun,04-11-2024,00:00,10-11-2024,23:59,0.18
Gümüşhane,04-11-2024,00:00,10-11-2024,23:59,0.11
Hakkari,04-11-2024,00:00,10-11-2024,23:59,0.15
Hatay,04-11-2024,00:00,10-11-2024,23:59,0.27
Isparta,04-11-2024,00:00,10-11-2024,23:59,0.17
Mersin,04-11-2024,00:00,10-11-2024,23:59,0.24
İstanbul,04-11-2024,00:00,10-11-2024,23:59,0.34
İzmir,04-11-2024,00:00,10-11-2024,23:59,0.31
Kars,04-11-2024,00:00,10-11-2024,23:59,0.14
Kastamonu,04-11-2024,00:00,10-11-2024,23:59,0.13
Kayseri,04-11-2024,00:00,10-11-2024,23:59,0.18
Kırklareli,04-11-2024,00:00,10-11-2024,23:59,0.12
Kırşehir,04-11-2024,00:00,10-11-2024,23:59,0.15
